"prge_entity breast","3","17073","23","prge_entity_NN breast_NN "
"sequence prge_entity","11","427","17073","sequence_NN prge_entity_NN "
"prge_entity when","11","17073","368","prge_entity_NN when_WRB "
"prge_entity n1","3","17073","5","prge_entity_NN n1_NN "
"prge_entity indicate","3","17073","165","prge_entity_NN indicate_VBP "
"regulating hprge_entity","3","35","9","regulating_VBG hprge_entity_NN "
"prge_entity nf","5","17073","31","prge_entity_NN nf_NN "
"three prge_entity","20","373","17073","three_CD prge_entity_NN "
"prge_entity secretase","3","17073","5","prge_entity_NN secretase_NN "
"prge_entity p1","4","17073","15","prge_entity_NN p1_NN "
"prge_entity nk","4","17073","87","prge_entity_NN nk_NN "
"prge_entity nh","4","17073","6","prge_entity_NN nh_NN "
"prge_entity isoforms","18","17073","35","prge_entity_NN isoforms_NNS "
"prge_entity mt","3","17073","17","prge_entity_NN mt_NN "
"england prge_entity","3","4","17073","england_NN prge_entity_NN "
"shares prge_entity","3","17","17073","shares_NNS prge_entity_NN "
"dnp prge_entity","3","34","17073","dnp_NN prge_entity_NN "
"prge_entity mr","4","17073","23","prge_entity_NN mr_NN "
"prge_entity anhydrase","5","17073","5","prge_entity_NN anhydrase_NN "
"important prge_entity","5","247","17073","important_JJ prge_entity_NN "
"transcribed prge_entity","6","36","17073","transcribed_VBN prge_entity_NN "
"h.influenzae prge_entity","3","5","17073","h.influenzae_NN prge_entity_NN "
"prge_entity narghji","3","17073","3","prge_entity_NN narghji_NNS "
"prge_entity gd","5","17073","18","prge_entity_NN gd_NN "
"prge_entity system","9","17073","217","prge_entity_NN system_NN "
"generations prge_entity","3","5","17073","generations_NNS prge_entity_NN "
"p prge_entity","4","565","17073","p_NN prge_entity_NN "
"free prge_entity","14","103","17073","free_JJ prge_entity_NN "
"primary prge_entity","10","161","17073","primary_JJ prge_entity_NN "
"prge_entity paradigm","3","17073","10","prge_entity_NN paradigm_NN "
"new prge_entity","15","150","17073","new_JJ prge_entity_NN "
"prge_entity h3","5","17073","14","prge_entity_NN h3_NN "
"prge_entity syntprge_entity","3","17073","3","prge_entity_NN syntprge_entity_NN "
"lambdai prge_entity","3","12","17073","lambdai_NN prge_entity_NN "
"prge_entity h4","3","17073","3","prge_entity_NN h4_NN "
"prge_entity moreover","3","17073","68","prge_entity_NN moreover_RB "
"prge_entity phosphorylation","35","17073","227","prge_entity_NN phosphorylation_NN "
"prge_entity d208a","3","17073","4","prge_entity_NN d208a_NN "
"prge_entity fl","3","17073","28","prge_entity_NN fl_NN "
"prge_entity oxidase","9","17073","14","prge_entity_NN oxidase_NN "
"prge_entity through","19","17073","213","prge_entity_NN through_IN "
"prge_entity content","3","17073","37","prge_entity_NN content_NN "
"abundant prge_entity","4","17","17073","abundant_JJ prge_entity_NN "
"bifunctional prge_entity","3","6","17073","bifunctional_JJ prge_entity_NN "
"prge_entity consistent","4","17073","101","prge_entity_NN consistent_JJ "
"713 prge_entity","3","3","17073","713_CD prge_entity_NN "
"extended prge_entity","3","16","17073","extended_VBN prge_entity_NN "
"prge_entity ha","8","17073","57","prge_entity_NN ha_NN "
"prge_entity reports","3","17073","26","prge_entity_NN reports_NNS "
"prge_entity primary","3","17073","161","prge_entity_NN primary_JJ "
"prge_entity gr","3","17073","4","prge_entity_NN gr_NN "
"glucocorticoid prge_entity","4","6","17073","glucocorticoid_NN prge_entity_NN "
"prge_entity clusters","3","17073","10","prge_entity_NN clusters_NNS "
"genotype prge_entity","3","18","17073","genotype_NN prge_entity_NN "
"prge_entity mbmal1g","3","17073","4","prge_entity_NN mbmal1g_NN "
"studying prge_entity","3","16","17073","studying_VBG prge_entity_NN "
"prge_entity gp","4","17073","23","prge_entity_NN gp_NN "
"prge_entity strongly","11","17073","79","prge_entity_NN strongly_RB "
"prge_entity ig","3","17073","68","prge_entity_NN ig_NN "
"prge_entity ii","31","17073","215","prge_entity_NN ii_LS "
"preventing prge_entity","3","12","17073","preventing_VBG prge_entity_NN "
"subtelomeric prge_entity","4","5","17073","subtelomeric_JJ prge_entity_NN "
"prge_entity ib","10","17073","13","prge_entity_NN ib_NN "
"entire prge_entity","14","38","17073","entire_JJ prge_entity_NN "
"pro prge_entity","5","35","17073","pro_JJ prge_entity_NN "
"other prge_entity","28","473","17073","other_JJ prge_entity_NN "
"vivax prge_entity","6","11","17073","vivax_NN prge_entity_NN "
"pdgfalphar prge_entity","4","9","17073","pdgfalphar_NN prge_entity_NN "
"prge_entity cyr1p","3","17073","3","prge_entity_NN cyr1p_NN "
"prge_entity environment","3","17073","21","prge_entity_NN environment_NN "
"rec11 prge_entity","3","6","17073","rec11_NN prge_entity_NN "
"prge_entity pparalphatr","3","17073","16","prge_entity_NN pparalphatr_NN "
"prge_entity treatments","3","17073","27","prge_entity_NN treatments_NNS "
"fourth prge_entity","3","11","17073","fourth_JJ prge_entity_NN "
"identify prge_entity","7","95","17073","identify_VB prge_entity_NN "
"prge_entity enlargements","3","17073","3","prge_entity_NN enlargements_NNS "
"yfhq prge_entity","3","6","17073","yfhq_NN prge_entity_NN "
"deubiquitinating prge_entity","5","6","17073","deubiquitinating_VBG prge_entity_NN "
"tissue prge_entity","6","181","17073","tissue_NN prge_entity_NN "
"prge_entity illicits","3","17073","3","prge_entity_NN illicits_NNS "
"prge_entity molecule","15","17073","72","prge_entity_NN molecule_NN "
"prge_entity one","6","17073","464","prge_entity_NN one_CD "
"additional prge_entity","6","74","17073","additional_JJ prge_entity_NN "
"ikappab prge_entity","3","3","17073","ikappab_JJ prge_entity_NN "
"d31 prge_entity","4","4","17073","d31_NN prge_entity_NN "
"atf prge_entity","3","8","17073","atf_NN prge_entity_NN "
"conserved prge_entity","16","147","17073","conserved_VBN prge_entity_NN "
"prge_entity modulates","3","17073","10","prge_entity_NN modulates_VBZ "
"iron prge_entity","3","9","17073","iron_NN prge_entity_NN "
"prge_entity ir","3","17073","22","prge_entity_NN ir_SYM "
"modulator prge_entity","3","10","17073","modulator_NN prge_entity_NN "
"prge_entity il","5","17073","38","prge_entity_NN il_NN "
"prge_entity bd","3","17073","9","prge_entity_NN bd_NN "
"consistent prge_entity","3","101","17073","consistent_JJ prge_entity_NN "
"prge_entity bk","3","17073","14","prge_entity_NN bk_NN "
"prge_entity 350aa","3","17073","3","prge_entity_NN 350aa_NN "
"prge_entity d1","4","17073","4","prge_entity_NN d1_NN "
"prge_entity hyperphosphorylates","3","17073","3","prge_entity_NN hyperphosphorylates_NNS "
"prge_entity d4","3","17073","4","prge_entity_NN d4_NN "
"fabi prge_entity","3","4","17073","fabi_NN prge_entity_NN "
"prge_entity bp","4","17073","150","prge_entity_NN bp_NN "
"20 prge_entity","4","178","17073","20_CD prge_entity_NN "
"rule prge_entity","4","9","17073","rule_NN prge_entity_NN "
"prge_entity regulates","5","17073","30","prge_entity_NN regulates_VBZ "
"unlabelled prge_entity","3","4","17073","unlabelled_JJ prge_entity_NN "
"prge_entity fail","3","17073","12","prge_entity_NN fail_VBP "
"mt prge_entity","8","17","17073","mt_NN prge_entity_NN "
"prge_entity cc","3","17073","15","prge_entity_NN cc_NN "
"prge_entity cg","3","17073","3","prge_entity_NN cg_NN "
"blocking prge_entity","4","24","17073","blocking_VBG prge_entity_NN "
"1alpha prge_entity","3","4","17073","1alpha_NN prge_entity_NN "
"prge_entity co","7","17073","70","prge_entity_NN co_NN "
"site prge_entity","5","295","17073","site_NN prge_entity_NN "
"prge_entity cp","3","17073","42","prge_entity_NN cp_NN "
"namely prge_entity","3","6","17073","namely_RB prge_entity_NN "
"prge_entity e2","4","17073","18","prge_entity_NN e2_NN "
"nadir prge_entity","3","6","17073","nadir_NN prge_entity_NN "
"prge_entity cw","4","17073","7","prge_entity_NN cw_NN "
"ways prge_entity","3","6","17073","ways_NNS prge_entity_NN "
"traps prge_entity","3","4","17073","traps_NNS prge_entity_NN "
"prge_entity dc","3","17073","44","prge_entity_NN dc_NN "
"initiate prge_entity","3","14","17073","initiate_NN prge_entity_NN "
"mutated prge_entity","6","25","17073","mutated_VBN prge_entity_NN "
"elongated prge_entity","3","7","17073","elongated_VBN prge_entity_NN "
"prge_entity dm","6","17073","19","prge_entity_NN dm_NN "
"rabbit prge_entity","3","3","17073","rabbit_NN prge_entity_NN "
"prge_entity ligand","17","17073","84","prge_entity_NN ligand_NN "
"prge_entity dh","3","17073","6","prge_entity_NN dh_NN "
"orphan prge_entity","3","4","17073","orphan_JJ prge_entity_NN "
"prge_entity di","3","17073","6","prge_entity_NN di_FW "
"bydv prge_entity","3","7","17073","bydv_NN prge_entity_NN "
"ova prge_entity","7","18","17073","ova_NN prge_entity_NN "
"26 prge_entity","4","41","17073","26_CD prge_entity_NN "
"determine prge_entity","5","132","17073","determine_VB prge_entity_NN "
"fluid prge_entity","5","49","17073","fluid_NN prge_entity_NN "
"prge_entity do","5","17073","74","prge_entity_NN do_VBP "
"circulating prge_entity","9","40","17073","circulating_VBG prge_entity_NN "
"prge_entity convertase","3","17073","3","prge_entity_NN convertase_NN "
"prge_entityralpha promoter","5","7","479","prge_entityralpha_NN promoter_NN "
"prge_entity ea","3","17073","11","prge_entity_NN ea_NN "
"prge_entity cloning","3","17073","33","prge_entity_NN cloning_NN "
"prge_entity responsiveness","5","17073","38","prge_entity_NN responsiveness_NN "
"prge_entity regulated","13","17073","158","prge_entity_NN regulated_VBD "
"prge_entity en","3","17073","7","prge_entity_NN en_IN "
"prge_entity 6q22","3","17073","3","prge_entity_NN 6q22_NN "
"prge_entity recognition","8","17073","70","prge_entity_NN recognition_NN "
"prge_entity et","3","17073","25","prge_entity_NN et_FW "
"prge_entity g1","3","17073","34","prge_entity_NN g1_NN "
"59 prge_entity","4","21","17073","59_CD prge_entity_NN "
"prge_entity g2","4","17073","14","prge_entity_NN g2_NN "
"phosphorylated prge_entity","12","79","17073","phosphorylated_VBN prge_entity_NN "
"novel prge_entity","21","128","17073","novel_JJ prge_entity_NN "
"prge_entity responded","3","17073","11","prge_entity_NN responded_VBD "
"coexpressing prge_entity","3","3","17073","coexpressing_VBG prge_entity_NN "
"prge_entity subject","3","17073","24","prge_entity_NN subject_NN "
"prge_entity ex","3","17073","8","prge_entity_NN ex_FW "
"detecting prge_entity","3","21","17073","detecting_VBG prge_entity_NN "
"prge_entity fg","3","17073","4","prge_entity_NN fg_NN "
"prge_entity degradation","7","17073","39","prge_entity_NN degradation_NN "
"prge_entity restores","3","17073","4","prge_entity_NN restores_VBZ "
"homeoproteins prge_entity","3","5","17073","homeoproteins_NNS prge_entity_NN "
"prge_entity confer","3","17073","15","prge_entity_NN confer_VB "
"prge_entity probes","5","17073","26","prge_entity_NN probes_NNS "
"prge_entity hypersensitive","4","17073","10","prge_entity_NN hypersensitive_JJ "
"vprge_entity prge_entity","3","7","17073","vprge_entity_NN prge_entity_NN "
"prge_entity recep","3","17073","3","prge_entity_NN recep_NN "
"paralogues prge_entity","3","5","17073","paralogues_NNS prge_entity_NN "
"pp60 prge_entity","9","10","17073","pp60_NN prge_entity_NN "
"prge_entity scil","3","17073","5","prge_entity_NN scil_NN "
"prge_entity formation","7","17073","138","prge_entity_NN formation_NN "
"prge_entity hydrophilic","4","17073","15","prge_entity_NN hydrophilic_JJ "
"prge_entity should","3","17073","77","prge_entity_NN should_MD "
"mek prge_entity","4","10","17073","mek_NN prge_entity_NN "
"prge_entity ggtcct","3","17073","5","prge_entity_NN ggtcct_NN "
"labeled prge_entity","6","31","17073","labeled_VBN prge_entity_NN "
"downstream prge_entity","6","85","17073","downstream_JJ prge_entity_NN "
"prge_entity accelerates","3","17073","4","prge_entity_NN accelerates_VBZ "
"prge_entity products","21","17073","63","prge_entity_NN products_NNS "
"prge_entity xengene_entitygene_entity","3","17073","3","prge_entity_NN xengene_entitygene_entity_NN "
"hematopoietic prge_entity","3","45","17073","hematopoietic_JJ prge_entity_NN "
"prge_entity bclx","3","17073","3","prge_entity_NN bclx_NN "
"prge_entity a2","3","17073","7","prge_entity_NN a2_NN "
"system prge_entity","8","217","17073","system_NN prge_entity_NN "
"prge_entity modulator","3","17073","10","prge_entity_NN modulator_NN "
"within prge_entity","9","278","17073","within_IN prge_entity_NN "
"define prge_entity","3","35","17073","define_VB prge_entity_NN "
"prge_entity populations","3","17073","48","prge_entity_NN populations_NNS "
"prge_entity restored","4","17073","23","prge_entity_NN restored_VBD "
"prge_entity ependymins","3","17073","5","prge_entity_NN ependymins_NNS "
"massive prge_entity","3","6","17073","massive_JJ prge_entity_NN "
"prge_entity joined","3","17073","6","prge_entity_NN joined_VBD "
"prge_entity inducibility","3","17073","12","prge_entity_NN inducibility_NN "
"41 prge_entity","4","37","17073","41_CD prge_entity_NN "
"prge_entity fabi","3","17073","4","prge_entity_NN fabi_NNS "
"full prge_entity","4","108","17073","full_JJ prge_entity_NN "
"prge_entity upregulation","3","17073","11","prge_entity_NN upregulation_NN "
"fever prge_entity","3","9","17073","fever_NN prge_entity_NN "
"various prge_entity","5","130","17073","various_JJ prge_entity_NN "
"prge_entity oep","4","17073","11","prge_entity_NN oep_NN "
"prge_entity aa","3","17073","48","prge_entity_NN aa_NN "
"prge_entity ab","4","17073","34","prge_entity_NN ab_IN "
"oxidase prge_entity","3","14","17073","oxidase_NN prge_entity_NN "
"mature prge_entity","3","55","17073","mature_JJ prge_entity_NN "
"measuring prge_entity","4","18","17073","measuring_VBG prge_entity_NN "
"prge_entity vitamin","3","17073","3","prge_entity_NN vitamin_NN "
"prge_entity b6","3","17073","16","prge_entity_NN b6_NN "
"yet prge_entity","3","50","17073","yet_RB prge_entity_NN "
"prge_entity down","5","17073","58","prge_entity_NN down_IN "
"prge_entity ar","3","17073","6","prge_entity_NN ar_NN "
"prge_entity modified","4","17073","48","prge_entity_NN modified_VBN "
"fraction prge_entity","5","48","17073","fraction_NN prge_entity_NN "
"prge_entity ligase","5","17073","6","prge_entity_NN ligase_NN "
"prge_entity displayed","5","17073","30","prge_entity_NN displayed_VBD "
"tcrav prge_entity","3","4","17073","tcrav_NN prge_entity_NN "
"prge_entity ag","4","17073","34","prge_entity_NN ag_IN "
"prge_entity thymocytes","3","17073","22","prge_entity_NN thymocytes_NNS "
"prge_entity ba","3","17073","9","prge_entity_NN ba_NN "
"third prge_entity","3","64","17073","third_JJ prge_entity_NN "
"il prge_entity","4","38","17073","il_NN prge_entity_NN "
"predominantly prge_entity","4","39","17073","predominantly_RB prge_entity_NN "
"element prge_entity","5","173","17073","element_NN prge_entity_NN "
"products prge_entity","5","63","17073","products_NNS prge_entity_NN "
"prge_entity c8","3","17073","16","prge_entity_NN c8_NN "
"prge_entity u937","3","17073","8","prge_entity_NN u937_NN "
"recruits prge_entity","4","6","17073","recruits_NNS prge_entity_NN "
"prge_entity biogenesis","3","17073","5","prge_entity_NN biogenesis_NN "
"native prge_entity","5","46","17073","native_JJ prge_entity_NN "
"terminal prge_entity","19","214","17073","terminal_JJ prge_entity_NN "
"gfp prge_entity","3","6","17073","gfp_NN prge_entity_NN "
"neutralizing prge_entity","5","32","17073","neutralizing_VBG prge_entity_NN "
"prge_entity ratio","6","17073","73","prge_entity_NN ratio_NN "
"prge_entity double","3","17073","73","prge_entity_NN double_JJ "
"apoai prge_entity","5","6","17073","apoai_NN prge_entity_NN "
"schistosome prge_entity","5","9","17073","schistosome_NN prge_entity_NN "
"myeloid prge_entity","3","45","17073","myeloid_JJ prge_entity_NN "
"prge_entity pbps","3","17073","10","prge_entity_NN pbps_NNS "
"prge_entity autoregulatory","3","17073","6","prge_entity_NN autoregulatory_NN "
"suppress prge_entity","7","22","17073","suppress_VB prge_entity_NN "
"monoclonal prge_entity","3","103","17073","monoclonal_JJ prge_entity_NN "
"division prge_entity","3","23","17073","division_NN prge_entity_NN "
"v2 prge_entity","5","10","17073","v2_NN prge_entity_NN "
"activation prge_entity","6","499","17073","activation_NN prge_entity_NN "
"d prge_entity","8","216","17073","d_NN prge_entity_NN "
"dqb1 prge_entity","3","8","17073","dqb1_NN prge_entity_NN "
"cofactors vprge_entity","3","9","7","cofactors_NNS vprge_entity_NN "
"subunit hprge_entity","3","96","9","subunit_NN hprge_entity_NN "
"engage prge_entity","3","5","17073","engage_VB prge_entity_NN "
"prge_entity inducible","9","17073","44","prge_entity_NN inducible_JJ "
"14 prge_entity","4","113","17073","14_CD prge_entity_NN "
"perhaps prge_entity","3","12","17073","perhaps_RB prge_entity_NN "
"prge_entity fvl","3","17073","7","prge_entity_NN fvl_NN "
"9 prge_entity","3","124","17073","9_CD prge_entity_NN "
"prge_entity constitutively","4","17073","43","prge_entity_NN constitutively_RB "
"prge_entity scfv","3","17073","25","prge_entity_NN scfv_NN "
"petd prge_entity","3","3","17073","petd_NN prge_entity_NN "
"prge_entity integrated","4","17073","14","prge_entity_NN integrated_VBN "
"extent prge_entity","5","40","17073","extent_NN prge_entity_NN "
"gene_entityprge_entityr alpha","3","3","206","gene_entityprge_entityr_NN alpha_NN "
"prge_entity ibs1","3","17073","3","prge_entity_NN ibs1_NN "
"6 prge_entity","6","283","17073","6_CD prge_entity_NN "
"prge_entity xapa","3","17073","4","prge_entity_NN xapa_NN "
"self prge_entity","3","28","17073","self_NN prge_entity_NN "
"prge_entity tnac","3","17073","13","prge_entity_NN tnac_NN "
"maintenance prge_entity","3","21","17073","maintenance_NN prge_entity_NN "
"gogo prge_entity","3","3","17073","gogo_NN prge_entity_NN "
"prge_entity 1.61","3","17073","4","prge_entity_NN 1.61_CD "
"tyrr prge_entity","3","3","17073","tyrr_NN prge_entity_NN "
"srs2 prge_entity","3","3","17073","srs2_NN prge_entity_NN "
"prge_entity intracellular","4","17073","72","prge_entity_NN intracellular_JJ "
"prge_entity components","5","17073","76","prge_entity_NN components_NNS "
"lacks prge_entity","4","23","17073","lacks_VBZ prge_entity_NN "
"prge_entity differ","3","17073","44","prge_entity_NN differ_VBP "
"layer prge_entity","3","11","17073","layer_NN prge_entity_NN "
"prge_entity unlike","4","17073","23","prge_entity_NN unlike_IN "
"simultaneous prge_entity","3","21","17073","simultaneous_JJ prge_entity_NN "
"rp prge_entity","3","8","17073","rp_NN prge_entity_NN "
"henle prge_entity","3","3","17073","henle_NN prge_entity_NN "
"prge_entity alters","3","17073","10","prge_entity_NN alters_VBZ "
"presumptive prge_entity","3","3","17073","presumptive_JJ prge_entity_NN "
"alanyl prge_entity","3","5","17073","alanyl_NN prge_entity_NN "
"reduce prge_entity","4","33","17073","reduce_VB prge_entity_NN "
"pbl prge_entity","3","19","17073","pbl_NN prge_entity_NN "
"prge_entity downregulated","3","17073","4","prge_entity_NN downregulated_VBD "
"prge_entityr overexpressing","3","16","16","prge_entityr_NN overexpressing_NN "
"x4 prge_entity","3","15","17073","x4_NN prge_entity_NN "
"component prge_entity","4","106","17073","component_NN prge_entity_NN "
"doublesex prge_entity","3","3","17073","doublesex_NN prge_entity_NN "
"prge_entity 400","3","17073","15","prge_entity_NN 400_CD "
"gad65ab prge_entity","3","3","17073","gad65ab_NN prge_entity_NN "
"prge_entity bands","5","17073","12","prge_entity_NN bands_NNS "
"associated prge_entity","20","346","17073","associated_VBN prge_entity_NN "
"prge_entity capping","4","17073","14","prge_entity_NN capping_VBG "
"prge_entity exon","7","17073","132","prge_entity_NN exon_NN "
"responsive prge_entity","7","77","17073","responsive_JJ prge_entity_NN "
"sf162 prge_entity","3","7","17073","sf162_NN prge_entity_NN "
"prge_entity represents","4","17073","30","prge_entity_NN represents_VBZ "
"prge_entity gradually","3","17073","14","prge_entity_NN gradually_RB "
"induces prge_entity","7","41","17073","induces_VBZ prge_entity_NN "
"response prge_entity","8","455","17073","response_NN prge_entity_NN "
"gene prge_entity","4","227","17073","gene_NN prge_entity_NN "
"prge_entity after","11","17073","543","prge_entity_NN after_IN "
"prge_entity organization","7","17073","33","prge_entity_NN organization_NN "
"his prge_entity","3","35","17073","his_PRP$ prge_entity_NN "
"prge_entity holocomplex","3","17073","6","prge_entity_NN holocomplex_NN "
"pol5 prge_entity","3","3","17073","pol5_NN prge_entity_NN "
"prge_entity homodimers","4","17073","9","prge_entity_NN homodimers_NNS "
"haplotypes prge_entity","3","13","17073","haplotypes_NNS prge_entity_NN "
"prge_entity scd8","3","17073","3","prge_entity_NN scd8_NN "
"prge_entity potentially","6","17073","35","prge_entity_NN potentially_RB "
"prge_entity bridges","3","17073","7","prge_entity_NN bridges_NNS "
"exciting prge_entity","3","3","17073","exciting_JJ prge_entity_NN "
"mutant prge_entitys","3","202","20","mutant_JJ prge_entitys_NNS "
"prge_entity stimulate","4","17073","41","prge_entity_NN stimulate_VBP "
"confers prge_entity","4","11","17073","confers_VBZ prge_entity_NN "
"prge_entity finely","3","17073","4","prge_entity_NN finely_RB "
"lin prge_entity","5","5","17073","lin_NN prge_entity_NN "
"recepprge_entity prge_entitytor","3","3","3","recepprge_entity_NN prge_entitytor_NN "
"tm prge_entity","3","18","17073","tm_NN prge_entity_NN "
"synthesise prge_entity","3","3","17073","synthesise_NN prge_entity_NN "
"prge_entity 1.6","3","17073","16","prge_entity_NN 1.6_CD "
"scfpop prge_entity","3","3","17073","scfpop_NN prge_entity_NN "
"prge_entity 1.2","3","17073","17","prge_entity_NN 1.2_CD "
"chemical prge_entity","3","36","17073","chemical_NN prge_entity_NN "
"center prge_entity","3","17","17073","center_NN prge_entity_NN "
"prge_entity 434","3","17073","4","prge_entity_NN 434_CD "
"retained prge_entity","3","27","17073","retained_VBN prge_entity_NN "
"prge_entity ubiquitination","4","17073","16","prge_entity_NN ubiquitination_NN "
"prge_entity number","3","17073","159","prge_entity_NN number_NN "
"80 prge_entity","3","59","17073","80_CD prge_entity_NN "
"prge_entity falls","3","17073","5","prge_entity_NN falls_VBZ "
"studies prge_entity","3","335","17073","studies_NNS prge_entity_VBP "
"prge_entity yet","3","17073","50","prge_entity_NN yet_RB "
"prge_entity anchored","6","17073","16","prge_entity_NN anchored_VBD "
"ns prge_entity","3","7","17073","ns_NN prge_entity_NN "
"secific prge_entity","3","3","17073","secific_JJ prge_entity_NN "
"surface prge_entity","18","170","17073","surface_NN prge_entity_NN "
"split prge_entity","3","9","17073","split_JJ prge_entity_NN "
"because prge_entity","5","111","17073","because_IN prge_entity_NN "
"prge_entity 7.88","3","17073","3","prge_entity_NN 7.88_CD "
"prge_entity achr","3","17073","6","prge_entity_NN achr_NN "
"prge_entity 441","3","17073","4","prge_entity_NN 441_CD "
"prge_entity 442","3","17073","4","prge_entity_NN 442_CD "
"ribonucleoprotein hnprge_entity","3","11","3","ribonucleoprotein_NN hnprge_entity_NN "
"prge_entity green","3","17073","13","prge_entity_NN green_JJ "
"particular prge_entity","5","40","17073","particular_JJ prge_entity_NN "
"types prge_entity","3","78","17073","types_NNS prge_entity_NN "
"prge_entity disrupts","3","17073","5","prge_entity_NN disrupts_VBZ "
"prge_entity acid","3","17073","233","prge_entity_NN acid_NN "
"prge_entity h2k","3","17073","4","prge_entity_NN h2k_NN "
"repressor prge_entity","7","43","17073","repressor_NN prge_entity_NN "
"prge_entity appeared","6","17073","41","prge_entity_NN appeared_VBD "
"transporter prge_entity","3","7","17073","transporter_NN prge_entity_NN "
"prge_entity demonstrating","3","17073","23","prge_entity_NN demonstrating_NN "
"prge_entity spanning","3","17073","23","prge_entity_NN spanning_NN "
"prge_entity remain","3","17073","22","prge_entity_NN remain_VBP "
"tm4sf prge_entity","4","4","17073","tm4sf_NN prge_entity_NN "
"adenomyomatosis prge_entity","3","4","17073","adenomyomatosis_NN prge_entity_NN "
"transfusion prge_entity","3","7","17073","transfusion_NN prge_entity_NN "
"fibroblast prge_entity","3","22","17073","fibroblast_NN prge_entity_NN "
"prge_entity 100","5","17073","123","prge_entity_NN 100_CD "
"stronger prge_entity","3","13","17073","stronger_JJR prge_entity_NN "
"prge_entity h19","3","17073","5","prge_entity_NN h19_NN "
"prge_entity restricted","3","17073","52","prge_entity_NN restricted_JJ "
"produce prge_entity","8","51","17073","produce_VB prge_entity_NN "
"prge_entity 69.3","3","17073","3","prge_entity_NN 69.3_CD "
"prge_entity acetlyation","3","17073","3","prge_entity_NN acetlyation_NN "
"maturation prge_entity","3","25","17073","maturation_NN prge_entity_NN "
"neutrophils prge_entity","3","36","17073","neutrophils_NNS prge_entity_NN "
"prge_entity dokr","3","17073","12","prge_entity_NN dokr_NN "
"prge_entity became","7","17073","29","prge_entity_NN became_VBD "
"prge_entity pdgfalpha","3","17073","3","prge_entity_NN pdgfalpha_NN "
"lutheran prge_entity","4","8","17073","lutheran_JJ prge_entity_NN "
"28s prge_entity","3","6","17073","28s_JJ prge_entity_NN "
