nicotine-333302000244629505	fuck i have a feeling the next juice is gunna be shit. too much nicotine, hard ass hit.
trazodone-330177726973612033	@tradecami trazodone was good for keeping me asleep but as an anti-depressant it's practically useless-
nicotine-332342443653595136	@ashwalescymru i am now free from nicotine
olanzapine-327128443756109824	@cheer_bear13 i can't even get that far,  olanzapine's turned me into a big fat lump !
nicotine-333087345890959361	nicotine level restored
nicotine-332304030044917761	i just realized i haven't had any nicotine in the past two days. no wonder i've been so cranky!
nicotine-334766246593691648	nicotine is some horrible shit.
nicotine-334487198801993728	my last puff of nicotine. death row's band-aid. we ooze hideous but savory. you'll be safe if i can remember who stole my identity.
nicotine-332302172198940672	found my managers nicotine gum...i wonder if she's tryna stop smoking
venlafaxine-334372445169520640	keep seeing people prescribed venlafaxine and want to shout, run! awesome for depression but if a sniff of bp avoid. i went mental on it!
nicotine-333069306613092354	i like nicotine.. @hp4432
venlafaxine-326732768149135360	wondered why my limbs ached and i was shivering on the hottest day of the year so far. forgot my venlafaxine. that'll be withdrawal then!
quetiapine-327829186637078528	journal articles  fulminant hepatic failure in association with quetiapine journal of medical case reports, april 26, 2013
fluoxetine-334248758978170880	@forever_cutting tell me how it goes. i hope they help! i was on fluoxetine and sertraline so i know how you feel with first time meds.
trazodone-327430731611643904	even with trazodone i can't stay a fucking sleep dude.. so annoyed.
levofloxacin-327946686737567746	@darlinmelissa1 @celticcomet well it's brought my oxygen % up and they gave me levofloxacin 750 mg through an iv..
nicotine-332663458577383425	@jmbeaushrimp @mewmewmew13 @veloclinic  claro! the certificate paper will show the discolor of nicotine &amp; the door will have a crucifex.
nicotine-333126529779367936	i need to recharge nicotine
nicotine-333050550704816128	&amp; my brother got me the kind with the strongest nicotine too?
nicotine-333404954796642305	bye going to buy some nicotine
fluoxetine-334172020369657859	why do we use fluoxetine in the first place
nicotine-333318548715880448	smoke die fucking rappers net als nicotine.
nicotine-333674867599757313	my mom's applying for a job that won't hire you if you test positive for nicotine &amp; she said 'that's bullshit'  love you mom
nicotine-333029943694995456	@heroshinwoo @muggy9 @lexynataliaaa but u fiend for nicotine lol so mary jane use fits
nicotine-333287520940986369	super hungry &amp; nicotine is low....... sighpie.
nicotine-333306072800559104	your nicotine patch is showing...
olanzapine-332080029926313984	just out of psychiatrist appt. had sertraline dose raised&amp;started on olanzapine at night. back next week.
fluoxetine-329347997739646977	fluoxetine ,fluoxetine,fluoxitine ,fluoxetine, fluoxetine ,fluoxitine
quetiapine-329167049882492929	@gingersquirrel ...could mean i'm going high again. but i have extra quetiapine i can take, just in case.
nicotine-334554052358705152	dizzy because of nicotine. #vape
nicotine-333968212515512320	i need to quit smoking but then i might strangle people... #nicotine
quetiapine-329759686507253760	dear apo- quetiapine: thanks for putting me to sleep... now let's sleep away this day &amp; the next few ones as well. #sleepingbeauty  #ftw
nicotine-332964054945648640	can you get nicotine patch things that replace the urge of eating instead #!?!?!?
nicotine-333427741003231233	nicotine should be a part of ur everyday routine
nicotine-333359510192283648	enjoy @hukka2go hookah all day,every day with all the smoke and flavor of 800 puffs without nicotine! via hukka2go .com (disc code:martha)
alendronate-327108928951431168	medications approved for men: risedronate and alendronate
nicotine-333172870664568832	nicotine, valium, vicodin, marijuana, ecstasy and alcohol
nicotine-333036606602764288	"you have a nicotine addiction, i can deal with your alcohol addiction but the cigs are a but much, please quit bee " #myboysloveme
fluoxetine-331215450333667328	what about 5,400 ml of ibuprofen and 200 ml of fluoxetine to impair your brain to fighting organ failure.
fluoxetine-331498127645368322	happy birthday prozac!! 25yrs ago, eli lilly’s prozac (fluoxetine)became the 1st selective serotonin reuptake inhibitor (ssri) to the market
nicotine-334306956766494720	@benamin90 can't even give up caffeine lols ....let one nicotine #do1 !! http://t.co/lloxryvttq
olanzapine-330748521814818816	i see cardinal brady advocates psychiatric treatment for suicidality. psychiatrists treat delusional thought with olanzapine or clozapine +
nicotine-333043424485863425	had an attending doctor not know nicotine patches came in different strengths today.
quetiapine-329167967537483777	food doesn't help for energy, not sure how to get some get up and go! #newmeds #quetiapine #bipolar
nicotine-333049824494632960	trying to quit nicotine has me at the point of rage fueled violence... #fucktoday
nicotine-333145823191904257	@kyliepc is it a nicotine laced cookie? my "after dinner" mints have 4mg of nicotine lol
levofloxacin-332558185632239616	6 months intensive therapy using pyrazinamide, ethambutol, kanamycin, levofloxacin, etionamide, cycloserin
nicotine-333491892819984384	on a brain warm up competition these two coffees would win streets ahead from nicotine, especially when smoking is not allowed.
nicotine-333151193356460033	i now officially hate today and lack of spoons and my sad addiction to nicotine. hate hate hate. #grump
olanzapine-327789632651685888	whats the highest dose of olanzapine anyone has been on? for me the highest i have taken is 20mg olanzapine which is the bnf limit
trazodone-334506951692136448	@tiffany_4prez i have severe chronic insomnia — without my trazodone i literally would not sleep. you should try it! it's been life-saving.
nicotine-333272378824089600	tupac - do for love #nicotine #sotrue
nicotine-334561213688205312	rt "@reza_th: caffeine and nicotine. breakfast of champions." the routine dump i take after this breakfast is everything in life.
nicotine-333226486448398336	thank god for nicotine right now.
nicotine-333367637188952065	&lt;nicotine&gt; he wont
nicotine-333820184605360128	bonnie's nicotine substitute seems to be working #morning http://t.co/bavwpnwpy6
trazodone-328647468633948161	ndri: bupropion (increased seizure risk, appetite suppression, less sexual dysfxn and weight gain)..  sari: trazodone (sedation, oh)
nicotine-333537339148210176	nicotine refill today? oh no need uh.
quetiapine-327504720304422913	@bella_astre long as i'm on quetiapine. but the med works and makes me balanced, so what's a girl to do :(
nicotine-332278242557956096	honestly, i think it's because i need nicotine.  #badhabit #withdrawal
nicotine-333584647084724225	comin' down stuntin' like a bitch, bitches on my dick on the set and they like the nicotine to cigarette
nicotine-332665803612753922	@ryan_akacrazc @firefeind1 @calaorblx there's no tobaco, nicotine, tar. it's all filtered. tbh calao is one of the most amazing people on ot
quetiapine-330100230135640065	the land of the free; where a court order can force-feed you twelve hundred milligrams of quetiapine a day.
nicotine-333441079275831296	some nicotine to ease the situation
trazodone-326897563217309697	remember that one time i snorted trazodone on accident and couldn't stop sneezing? good times...
nicotine-333482179768233985	rt @wowfactz: nicotine addiction is harder to take control of than an addiction to heroin. @eezs84
nicotine-332324960670478337	“@benji_ru: @denton_mundy hell yeah, gotta have that nicotine to start off the day!” this is true shit!!
nicotine-334494491157352448	craving nicotine
olanzapine-328244815726772224	i will take 2.5 mg olanzapine and zopiclone to settle my sleep.i will intervene early, and not leave things until i am euphoric
trazodone-332990862952919040	@kathryntyne i have to take trazodone to get to sleep, and apart from my cat, i'm always alone
nicotine-333105304067776512	i need my nicotine.
nicotine-333445882752151552	that's 3 ppl that want me to quit so fuck it ima quit. ima do this. i'm stronger then nicotine
trazodone-334492053725667328	trazodone keeps me uppp glad my doctor prescribed. without my buddha anything helps. i'm a flying rhino. haha
nicotine-332288734340976641	it's been 24 hours nicotine free. so far. i've convinced jake to hate me. broke a door. and broke my fan.. with my laptop. oh.
nicotine-333428698546044928	@denbowiii yes bro. they're only 1% nicotine. and they taste so good.
nicotine-334454305753022464	google could obtain losing billions accidental its nicotine addiction versus use!: .uzp
nicotine-334692188887871488	1 week nicotine free
nicotine-333408086347878400	@mj_drw13 i hate to drive. i don't smoke weed, i'm allergic to nicotine, and only drink on new years with my family. so.
nicotine-332275791318642688	@rachellekagan yes and the vapor helps a little. it has a very low dose of nicotine in it.
nicotine-333169300242313216	was gunna go for a shower, but then i decided nicotine is more important.
nicotine-333029164716290048	cocaine kiss nicotine lips
nicotine-333188612332081154	@keith_laws @nicholastroop of putting smoke into your lungs is bad for you, but nicotine can be good for some, needs more research into this
ciprofloxacin-328027565111533568	ciprofloxacin has its dealing swish incidental sectors further esteem grassy, trim supplements, thyroid medicati:
nicotine-333953213923471360	#twothingsthatdontmixwell aspartame and nicotine @stefan_g96p
nicotine-332332805382090752	something about lighting up a marlboro red. that nicotine rushing to my head.
zoledronicacid-326661516516532224	mum in hospital receiving zoledronic acid by intravenous infusion for next 6 hours.
nicotine-333608234659241984	@ingram_aubrey oh lawd get some nicotine and stop it haha
nicotine-333268780543262720	i need some nicotine in my life somebody let me get a single
nicotine-333319452034736129	@jacquicooper_ the nicotine one and the its only 8 one
olanzapine-328209427842879489	on today's ride i burnt 1119 calories. take that olanzapine you hunger inducing bastard!!!
nicotine-333518390415208448	aciikk lu pait-pait "@azfaryahaya: #np nicotine and alcohol saved my life by deaf havana"
nicotine-334418824176730112	ah, blucigs where have you been all my life! former smoker here who misses the rush of nicotine.
nicotine-334578591285252096	@kingkeyworth @davidcoburnukip nicotine is more addictive than heroin. i pity these addicts having to smoke, not really choosing to.
nicotine-333037080085147648	my nicotine. my blue dream. can't you fix me up? i'm you're number one feen.
nicotine-333539728618041344	@touque42 if they had a heart issue. the nicotine helps regulate it that's why a guy created it
nicotine-332299892292730880	i swear, @stevemadden puts nicotine in their shoes.
nicotine-332738349301387264	your caffeine kiss and nicotine love got under my skin and into my blood ????
nicotine-333217739688796161	it's nicotine not heroin. goodness
fluoxetine-330739551385575425	marketing idea: fluoxetine &amp; docusate sodium. brand name "relaxatives"
trazodone-330385145972543488	@jamieab1 trazodone made me extremely angry and i was wide awake all the time
nicotine-333879008242565120	surviving solely on nicotine and coffee #getthelondonlook #hanging http://t.co/psxxjhefnf
nicotine-332345152385466368	@22_ihoop @worldwidet91 @i_swish23 @b2putt we werent talkin to you lil nicotine
trazodone-329344344567984128	@evilbadgerette trazodone, maybe? that was the first antidepressant that i was ever prescribed, 6 years ago.
nicotine-332325821249363971	@the_gfp lol.   i drink smoke eat fatty foods.    don't do drugs apart from nicotine &amp; caffeine     and just over 10 1/2 stone
trazodone-326852289031729152	scratch that, he threw trazodone and zantac at me. this bitch is depressed.
nicotine-334719617329164288	@edmlyrics_: chillin' in kyoto grand with my man skrillz, chain smokin' nicotine, staying fucked up as hell.
trazodone-331049581775302656	writing notes to myself to remind myself trazodone causes priapism. pharmacology is cracking me up. http://t.co/ecndhfmf9p
nicotine-333280070120656896	well, this nicotine-starvation was very motivating. i deserve three hours break.
nicotine-333303614120538113	@doveofhope but came through and now know it's best thing i ever did, so thankful i'm not dictated to by nicotine anymore. #freedom
memantine-328439167547740161	@nimhgov should we ditch the memantine in favour of b12 b6 and folic acid or combine?
nicotine-334746861640499200	@irresistiblehug @ahxiangftw this isn't the place where we talk about nicotine . is the other topic .
nicotine-333421528857341955	12 mg nicotine is too heavy for my lungs . haha
fluoxetine-330628104844361728	@florencinahymns haha same lol, it was good thank you, they put me on fluoxetine 20mg xxx
nicotine-332307357302407168	i am going through the worst case of nicotine withdrawal the world has ever seen and i may or may not punch a dragon in the face
nicotine-333704777554874368	@joshaurella @ryan_basaldua @higginsonmaddie but all tobacco contains nicotine.
nicotine-333598792089755648	might e-cigs or nicotine inhalers be any good for a heavily-addicted elderly person? or are they just as bad?
venlafaxine-331087510249828353	@twistedwillow @samambreen apologies if gatecrashing. i was like walking dead when first started venlafaxine, much better now dose stable
nicotine-333053347768696833	chilin in kyoto grand with my man skrill,chain smokin nicotine,say fuck a fast deal
nicotine-333431521153269760	peppers, a nicotine-containing vegetable in the same family as tobacco, are associated with a lower relative risk of parkinson's disease,..
nicotine-333607114490642432	twitter is more addictive than nicotine?
quetiapine-333603448727666691	i don't want you but i need you, quetiapine...........
nicotine-333639571092938753	with your nicotine lips and your heart of stone
nicotine-333666761306165249	fuck u nicotine
nicotine-333218299477385216	i need a nicotine fix
trazodone-334740149730701312	holy hell i accidentally took a trazadone.
trazodone-333371333784244225	@courtney_raedyn shit.. i take 50 mg of trazodone, and 40 mg of paxil. i know that feel.
nicotine-333530223545049089	@jelly3beeen #candycrush is like chocolate covered nicotine tinged crack with just a subtle hint of heroin thrown in for good measure...
quetiapine-329166155375841280	@gingersquirrel ...quetiapine i drift off right away! i never worry about not waking up, i've been high most of the past 2 years and it's..
nicotine-333231830369202177	"turn around and stock up on nicotine before you start"
nicotine-333315384453234688	“@jpcrettino: queens of the stone age” nicotine, valium, vicodin, marijuana, ecstasy and alcohol (8)
nicotine-333436724455809025	nicotine oh nicotine how good you feel in my lungs
nicotine-333471823998111745	@mzamora808 they use nicotine and methamphetamine
nicotine-333206352589647872	he cant afford nicotine so paper had to be the option. ?? @andyduhayley http://t.co/nyndvbngv4
nicotine-333321289349607424	really got mad at me over some fuckin nicotine
venlafaxine-331860672071737344	@adandelionmind i had itchy skin at night on venlafaxine, i react badly to insect bites too.
nicotine-333216750139236352	vapour bukan asap tapi wap. dalam just have nicotine. one contain only. not like cigaratte. more than one contain.
nicotine-334616697040429056	just sprayed nicotine and eucalyptus in my eye. cool story idiot!
memantine-333688631506137089	#ptotd memantine significantly reduces the progression of #alzheimers through noncompetitive antagonism of nmda receptors.
quetiapine-329199746285723648	@bipolarblogger i love my quetiapine!
levofloxacin-329985991605628931	i know consultant physicians who prescribe levofloxacin for no reason.they have no right to be called doctors either!
nicotine-334590186551906304	@mrjaffapants don't want cake :( nothing is as good as a cigarette. it's a maaaaaasive want. i don't need as i have the nicotine in gum form
nicotine-333803072339984384	@dcbigjohn it's just a weird combo. whiskey and nicotine. then again i'm not a smoker, but am a drinker.
venlafaxine-333211368578772993	i feel siiiiiiiiiiiiiiick. damn you venlafaxine.
nicotine-333472874138587137	nicotine addiction is harder to take control of than an addiction to heroin.
nicotine-333098962385002496	@noahshenson very little nicotine,  and a good stress relief
nicotine-333249221807439874	because of #nicotine #addiction, 3 out of 4 teens end up #smoking into adulthood, even if they intended to quit after a few years.
nicotine-333256198247821312	marlboro cigarettes sold in new york contain more tar and nicotine than those sold in all other states! #interesting #didyouknow
trazodone-332748904128974848	its your third visit in 2 weeks for priapism and you're still taking trazodone @erproblem
nicotine-332311549257588736	"you smell like sweat and nicotine." she said " i wonder what you taste like"
nicotine-332305147348779008	why am i craving nicotine right now it's been a minuteeee
nicotine-333600986302144514	and of course with nicotine out of the picture, ive been having coffee all day. crazy addictions.
nicotine-334486841946431488	"@gr8factz: bananas can reduce the swelling and irritation of mosquito bites and help with nicotine withdrawal."
nicotine-333627882897289216	haters be like~~~~~&gt;“@learnedcritic: abi,,the match don end..make fergie carry im politics nd nicotine dey go”
ciprofloxacin-330176185705304067	wehhhh i refuse to take ciprofloxacin again. drug of the devillllll
quetiapine-331411632213344256	extra quetiapine and two zopiclone still aren't helping me sleep. head full of broken biscuits at 4am with horrid intrusive thoughts
venlafaxine-330925268212514816	has anyone else been on venlafaxine/effexor? i'm on it now and i have shitty side affects with it
nicotine-332329209127108609	@mattmoore89 best way? one day at a time commit to not introduce nicotine into your system. it works! :-)
nicotine-333426201462968320	looks like i wont have any nicotine in my system for a whole week..
nicotine-333048480765456384	eating food that contain traces of nicotine such as tomatoes or pepper helps in lowering the risk of developing parkinson's. (photo : reu..
nicotine-333461310949965824	nicotine needed !
quetiapine-331894263606550528	@jen_onlyone100 i was on it with prozac &amp; quetiapine but they took me off bcoz it's too addictive (what the fuck ever! gimme that shit!) lol
nicotine-333636359770230784	i see a old man with a nicotine patch on smoking a cigarette.. what a fucking champ
trazodone-331902651677683712	thank god for trazodone.
fluoxetine-327105958046220290	@therealsuha some fluoxetine should help lol
nicotine-334517477860073472	i gotta thank the lord for the weed &amp; the nicotine, i cant sleep close my eyes and see wicked things #tupac
quetiapine-329669193400201216	do u know what meds are r for bipolar depression? currently #fda approved #quetiapine aka #seroquel
trazodone-330563241145143298	right about now i should take trazodone to knock my lights out but maybe twitter jail will instead
nicotine-333131048919650304	@ahmad_fadzly @fickpowell @24_asif suddenly like want die sia! all the illness just comes! no nicotine
nicotine-333444141927264257	time for some nicotine and a beer
nicotine-333032915980140545	nothing says america like a fat old lady in a motorized scooter with an american flag tshirt... nicotine patches on her arm... in walmart.
nicotine-334197127716696064	another caffeine and nicotine break required!!
nicotine-333810385780101120	nicotine i hate how addictive you are.
trazodone-333054045604442114	milk + trazodone = ?
nicotine-333654865609912320	jean nicot (origin of the word nicotine) was the ambassador to france in lisbon when columbus brought back tobacco he introduced it as snuff
nicotine-332283102971961345	turning 18 did not help my nicotine addiction
nicotine-332279786959429633	nicotine and faded dreams...
nicotine-332307640170455040	is that nigga oscar the grouch going thru nicotine withdrawal again? some one give his bitch ass a rollie
nicotine-333629628516282369	relationship status : riding a nicotine &amp; caffeine high
nicotine-333125792206827520	@jay_savag3 not at all, i smoke zero mg, so i don't get the nicotine. it wasn't hard for me to quit honestly, haha
nicotine-334510738523701249	@hennabennajenna thats what i thought too but i've read that it has nicotine in it as well
nicotine-334417022123388929	need a fag but its too cold &amp; wet outside #decisions #nicotine #addiction
nicotine-333637586100838400	i'm never gonna pack it in, i know. i'm addicted to the nicotine through my veins, it flows.
olanzapine-328217835249741825	have run out of olanzapine, was tapering off anyway but this is a bit too quick-feel restless. hot bath and diazepam time :(
nicotine-334609261588008960	escaping out palsy nicotine addiction finished professionally-assisted reticence: .jfs
nicotine-333425492256509952	nicotine in the backseat, letting pedro the lion do all the driving.
nicotine-333579909232484352	vocal chords lubricated-with tea!-but definitely a match for the high strength nicotine gum.#ncfc #canaries 3 points to #yellarmy
nicotine-333199563307495428	smoke die rappers net als nicotine
nicotine-333972604203462657	@tssexychanel important to chew a little then park between cheek and gum to absorb the nicotine released by the chewing
nicotine-332316401048100867	i need nicotine like asap
nicotine-334760403072589825	ironic or symptom nicotine withdrawal? http://t.co/qnzhh2nph4
nicotine-333215760090546178	getting blood drawn followed by a nicotine fix is the exact same feeling as being sky high
nicotine-332894479080124417	suitable nicotine level for noob. http://t.co/ollay0b8nk
nicotine-333400583350386688	getting carded for nicotine free e-cigarettes.....you have to be 19 to buy flavored smoke.....?(????) #why
fluoxetine-328272428197367810	@sirenxpw i have literally been weaned off fluoxetine,(prozac),the last few weeks and am learning to cope without now. was on them 4 18mnths
fluoxetine-331245947063517184	i'm so excited! i have fluoxetine!!
nicotine-333442945862758401	old coal town/ children inhaling/ night soot and nicotine #haiku
nicotine-333266192393445376	nicotine and faded dreams.?
paroxetine-331546405854404608	paroxetine &amp; cinnamon toast crunch
nicotine-333502658369433600	nicotine treatment.alone..
nicotine-332563796159770624	kudos 2 lord disick @scottdisick 4 making it in the nicotine business up in europe/norway! http://t.co/rbx29atxx8
trazodone-329477090917371904	@lanceharris31 @ryandnoll the trazodone must've got him.haha ??
nicotine-333705027468283907	i think they put nicotine in pistachios. #addicting
nicotine-334109040919601152	i need nicotine??
nicotine-332289195756359681	i need some nicotine !! red bull/coffee!! i'm so so so sleepy ?
olanzapine-332448398974259200	ws waring @acutemedicine after massive olanzapine overdose, serum levels may remain high for over 72 hours #samcoventry
nicotine-334155334706929664	uh, my nicotine, my blue dream, my hydroponic candy jelly bean
nicotine-332273391274979328	niggas tryna smoke you just like nicotine ?
nicotine-334131764522020864	nicotine patches give you lucid and weird dreams; which is why i don't take them off at night.
nicotine-332555174616915970	according to my health class im addicted but not limited to: caffeine, nicotine, shopping, videogames, the internet and sex. #fuckinproblems
nicotine-333644466663591937	didn't notice that i was vaping the whole day. feeling sick and light-headed. googled the symptoms. think i just od-ed on nicotine. #fuckme
nicotine-333332276047908864	“@eyelashton: http://t.co/0q4ioxuh18 i want to be your nicotine  patch baby”
trazodone-327579305485938688	@regisl really massive word. trazodone hydrochloride? s/t like that. i am a literal teen idk what any of this means
nicotine-333390330000982016	@andrew_ellery &gt; 3 days in after no nicotine you are de-toxed anything after that is habit.must say much easier now with smoking restriction
nicotine-332316405775077376	try it gurl ... :) rt @betinabuncit: tryin' to live without nicotine is harder than tryin' to live without you.
fluoxetine-329643623660519424	only one day in and mirtazapine is like fluoxetine all over again, it just makes me so tiered
venlafaxine-334230799383674880	i wouldn't need dumb ass venlafaxine every morning if i could just wake up to ryan calling me his queen :~)
nicotine-333619602540093441	someone has actually put their status as "is it just me who finds boys who smoke attractive? btw i'm talking about weed not nicotine"
nicotine-333120779204059137	eating food tht contains even small amount of nicotine may help reduce risk of developing parkinson's disease says @dna - just smoke instead
quetiapine-329635543031889921	@ital_livity i'm weening off #quetiapine and i've got to go back to psychiatrist nxt wk. for now going back to #amilsulpride i'm relieved!
fluoxetine-331576100545249280	background info: about two weeks ago i posted about fluoxetine... http://t.co/uz2t6ucneo
nicotine-333547661540065280	nicotine and coffee pls
nicotine-334579504779493376	if i could give you two things through get you through a semester. it would be.....  caffeine and nicotine. lol.
nicotine-333663322199162882	"weed ain't addictive it doesn't have nicotine in it" -if you say that you are a dumbass
nicotine-333647175315775488	@georgeholland_ brought your nicotine patches yet? ;)
nicotine-333909387716460544	confused about #ecigarettes. does nicotine have negative long-term health effects?
nicotine-333485230256168960	a whole box of nicotine patches
nicotine-333464167627493376	been awake since 3:50am, craving nicotine and being far too excited for manchester.
quetiapine-327232066854981633	oh yay! its night time! when i usually start to spiral. that happy me last night? that was just an anomaly. time to pop open the quetiapine!
nicotine-333641195890831361	#snickers satisfies me more then nicotine
nicotine-333084226696122369	burning down the nicotine armoire
nicotine-333945174101217280	literally wish i wasn't so dependent on nicotine, this is horrible and disgusting.
nicotine-333939831530995714	@hemlock_martini @warrenellis wild. caffeine helps bees remember, and neonicotinoids - derivatives of nicotine, aka ciggybutts - screws 'em.
nicotine-334113741111185409	rt @bmorenigerian: how can you guys watch these emphysema commercials &amp; still fuck with nicotine? yuck!
nicotine-333567199245639680	cigaratte smoke contains nicotine which can trigger the growth of cancereous cells and may cause addiction
fluoxetine-328213928020692992	@mylifewithocd fluoxetine x
nicotine-333100253127532544	my broken heart is suddenly mended but now i have a severe nicotine addition and i cough like a 19th century chimney sweep #tearyouanewone
nicotine-334461956717166592	"stop smoking, asshole" "this is a nicotine-free hookah pen that produces harmless vapor, so fuck you, jerkface"
trazodone-332903785443758080	asked cuhhk for a bar he gave me a trazodone.. got me fucced up
zoledronicacid-332087614280708099	@msjuju8 @loveont0ast @surrealbutok @thatbloke7 @bron_two bugger u made me look at meds 2 take. 30/1/14 im due for shot of zoledronic acid:)
nicotine-334287017875738624	#six #food items that can help you curb your #nicotine #cravings. ‘rt’ if this information helped you. http://t.co/zid2nl35jr
nicotine-333989694285164544	@healthybrum fair enough, but nicotine itself isn't a health risk and in fact has a range of experimentally verified health benefits.
olanzapine-326846227704582144	mad sane mad sane, totally schizo atm, no wonder their putting me on olanzapine zyprexa ?¿¤#
nicotine-333269912791429120	today, l'm grateful for the clouds, internet access, the television for having an off button, hot water, toothpaste, nicotine gum and vodka.
nicotine-333375278447484928	spanish harlem smells like tabasco, nicotine and weed.
nicotine-332356299675271168	“@halfjewish: white parents love blowing nicotine in there kids faces . http://t.co/nqlojukuvf” lmfaoooo you said nicotine ?
nicotine-332891235289292800	i need a dip now #nicotine fit
nicotine-333737062375256065	family time makes me want nicotine.
trazodone-331289838856835072	okay trazodone, work your magic.
nicotine-334291063026110464	my nicotine, my blue dream, my hydroponic, candy jelly bean; cant you fix me up?
nicotine-333302495214452736	is it the caffeine, the nicotine, the tar?
nicotine-333047601861652480	@djnora42 a regular habit. one cig shouldn't be enough for the body to recognize and desire more nicotine. repeated use will lead there
nicotine-333344361339301888	what am i supposed to do with 2.4 juice? i don't need that much nicotine!
ciprofloxacin-332320073408716802	ciprofloxacin has its telepathy adit of a sort sectors still the likes of herbaceous, unsynthetic supplements, t:
nicotine-333264815567040512	on da nicotine inhaler now i'd suck a golf ball through a garden hose today sweet jesus
nicotine-333459912619331584	these nicotine cravings are being a bitch right now
trazodone-332273658179493889	pop a trazodone i have fuckin dry mouth
nicotine-332891486951714816	@coco_pops_ninja: nicotine free for 60 days today. i could really use one though. lol. can i be labeled as a whiney non smoker yet? congrats
nicotine-333633110673596418	someone please bring me some fucking nicotine
nicotine-333216006036156416	i fucking love nicotine.
trazodone-331693053603627008	#whyicantsleepatnight all you within this trend prolly...likely need some meds! ambien, xanax,trazodone. somethin.damn or take a quick run
nicotine-333676560341147650	@musicbaum i think it’s meant for chain smokers, another option to nicotine patches/gum. safe for lungs. not sure though,since i don’t smoke
nicotine-333590260548263937	ew all these late nights, increase in caffeine &amp; nicotine is giving hell to my skin. yuck :(
nicotine-334652795942760449	@patsynurse so they were all hooked on nicotine before being born, no choice for them on that matter
nicotine-333168922096463872	also,i don't like me with no sleep &amp;&amp; very little to no nicotine in my system.not a very good mix. #somethingsgottagive
nicotine-332752732630966272	@adamantine_lady i know the undercaffeinated voice well, its usually accompanied by a nicotine-lacking glare between 7am &amp; 9am.
ciprofloxacin-327862024950390784	what's iv incompatible with ciprofloxacin??
nicotine-332326969674981376	i have 2 say chewing tobacco is absolutely disgusting. i kind of get the "its a habit bro" argument b/c of the nicotine but focus up peeps.
nicotine-333355876842889216	@thatgrltrish @megturney just saw an s4 user pull out an ipod touch at starbucks. the ipod touch is like a nicotine patch for ex iphoners.
nicotine-333215602560884738	lol. i have an early nicotine craving early in the morning i wonder why.
nicotine-334679087668932609	with your  nicotine lips and heart of stone
quetiapine-331370652881797120	-9.5lbs in 14 days. obvious now that i should have stopped the quetiapine a long long time ago before i got in this state
nicotine-333062751658319873	nicotine sick ?never again!
nicotine-333440829790224385	i had hella ecig and finally got a nicotine buzz yay
venlafaxine-331163139808829442	“@m0m1n3: @kastel na g my 5ht levels are good just need a dopamine rush gonna pop me a bupropion or a venlafaxine. want some yeh” loool
fluoxetine-330695705750540289	@jodyneilruth they hate fluoxetine. well, mine do. it's like a ring of fire.  i write with my head, the heart hurts too much to get involved
nicotine-333559604606816256	i'm more addicted to breaking bad than nicotine atm
